speaker_id,birth place,city,native language,other language(s),age,sex,age of english onset,english learning method,english residence,length of english residence,language
2309,"bombay, india",bombay,marathi,hindi,24,male,6,academic,usa,0.2 years,marathi5
2310,"geulmim, morocco",geulmim,arabic,french tachelhit,42,male,17,academic,usa,18 years,arabic124
2311,"beersheba, israel",beersheba,arabic,hebrew italian,69,male,12,academic,usa,12 years,arabic125
2312,"beersheba, israel",beersheba,arabic,hebrew,51,male,10,academic,usa,24 years,arabic126
2313,"tarshiha-maalot, israel",tarshiha-maalot,arabic,hebrew,51,female,14,academic,usa,24 years,arabic127
2314,"votuporanga, brazil",votuporanga,portuguese,spanish,20,female,6,academic,usa,5.7 years,portuguese50
2315,"curitiba, brazil",curitiba,portuguese,spanish,22,male,11,academic,,0 years,portuguese51
2316,"gjilan, kosovo",gjilan,albanian,spanish,24,female,13,academic,usa,8 years,albanian11
2317,"panama city, panama",panama city,spanish,none,55,male,6,academic,usa,26 years,spanish176
2318,"dhaka, bangladesh",dhaka,bengali,urdu,20,female,17,academic,usa,5 years,bengali18
2319,"chengdu, sichuan, china",chengdu,mandarin,none,27,female,10,academic,usa,10 years,mandarin73
2320,"hong kong, china",hong kong,cantonese,none,26,female,6,academic,usa,10 years,cantonese26
2321,"riyadh, saudi arabia",riyadh,arabic,none,40,male,13,academic,usa,1.3 years,arabic128
2322,"pusan, south korea",pusan,korean,none,22,male,12,academic,usa,9.5 years,korean71
2323,"shenzhen, china",shenzhen,mandarin,none,19,male,13,naturalistic,usa,4 years,mandarin74
2324,"inchon, south korea",inchon,korean,none,55,male,13,academic,usa,35 years,korean72
2325,"hanoi, vietnam",hanoi,vietnamese,none,21,female,10,academic,usa,7 years,vietnamese24
2326,"kathmandu, nepal",kathmandu,nepali,hindi,40,male,10,academic,usa,8 years,nepali14
2327,"trencin, slovakia",trencin,slovak,german,36,female,22,naturalistic,"uk, usa",14 years,slovak6
2328,"sonsonate, el salvador",sonsonate,spanish,none,48,female,17,naturalistic,usa,26 years,spanish177
2329,"changwon, south korea",changwon,korean,chinese japanese,19,female,10,academic,usa,0.2 years,korean73
2330,"ho chi minh city, vietnam",ho chi minh city,cantonese,vietnamese,20,male,15,academic,usa,5 years,cantonese27
2331,"ramallah, palestine",ramallah,arabic,none,48,male,11,academic,usa,20 years,arabic129
2332,"taipei, taiwan",taipei,mandarin,taiwanese,20,male,13,naturalistic,usa,6.5 years,mandarin75
2333,"bangkok, thailand",bangkok,thai,lao,21,male,11,academic,usa,5 years,thai16
2334,"islamabad, pakistan",islamabad,urdu,hindi arabic,32,male,4.5,naturalistic,usa,27 years,urdu20
2335,"chalatenango, el salvador",chalatenango,spanish,none,41,female,30,naturalistic,usa,11 years,spanish178
2336,"san miguel, el salvador",san miguel,spanish,none,55,female,38,naturalistic,usa,17 years,spanish179
2337,"bangalore, india",bangalore,malayalam,kannada tamil hindi bengali,18,female,6,academic,"india, usa",18 years,malayalam5
2338,"cochabamba, bolivia",cochabamba,spanish,none,50,male,35,naturalistic,usa,16 years,spanish180
2339,"hyderabad, india",hyderabad,telugu,hindi,23,male,3,academic,usa,1.3 years,telugu7
2340,"recife, brazil",recife,portuguese,spanish,51,female,14,academic,usa,25 years,portuguese52
2341,"urmia, iran",urmia,azerbaijani,farsi turkish arabic,32,female,9,academic,usa,3 years,azerbaijani4
2342,"urmia, iran",urmia,azerbaijani,farsi,37,male,14,academic,usa,3 years,azerbaijani5
2343,"hamm, germany",hamm,farsi,spanish french,49,female,6,academic,usa,37 years,farsi26
2344,"unizah, saudi arabia",unizah,arabic,spanish,31,male,12,academic,usa,4.5 years,arabic130
2345,"riyadh, saudi arabia",riyadh,arabic,none,20,male,17,academic,usa,4 years,arabic131
2346,"seoul, south korea",seoul,korean,none,20,female,10,academic,usa,11 years,korean74
2347,"tai chung, taiwan",tai chung,taiwanese,japanese mandarin,45,male,25,academic,usa,18 years,taiwanese9
2348,"zhengzhou, henan, china",zhengzhou,mandarin,none,29,male,12,academic,usa,5 years,mandarin76
2349,"hyderabad, telangana, india",hyderabad,bengali,hindi telugu,25,female,3,academic,usa,0.5 years,bengali19
2350,"hubballi, karnataka, india",hubballi,kannada,hindi,26,male,5,academic,usa,0.4 years,kannada5
2351,"karwar, karnataka, india",karwar,kannada,hindi konkani,25,male,5,academic,usa,0.4 years,kannada6
2352,"jamshedpur, jharkhand, india",jamshedpur,hindi,none,23,female,2,naturalistic,usa,0.5 years,hindi24
2353,"pune, maharashtra, india",pune,hindi,marathi,24,male,6,academic,usa,1 years,hindi25
2354,"kolkata, west bengal, india",kolkata,hindi,bengali punjabi,25,male,6,academic,usa,0.6 years,hindi26
2355,"jingjiang, jiangsu, china",jingjiang,mandarin,german,20,female,8,academic,,0 years,mandarin77
2356,"surat, gujarat, india",surat,hindi,gujarati french marwari,22,male,5,academic,usa,0.3 years,hindi27
2357,"rajkot, gujarat, india",rajkot,gujarati,hindi,23,female,5,academic,usa,0.2 years,gujarati12
2358,"bangalore, karnataka, india",bangalore,kannada,hindi,24,female,5,academic,usa,0.3 years,kannada7
2359,"dombivli, maharashtra, india",dombivli,tamil,hindi marathi,26,female,3,academic,usa,2.3 years,tamil7
2360,"ganzhou, jiangxi, china",ganzhou,mandarin,japanese korean,20,female,6,academic,,0 years,mandarin78
2361,"fairfax, virginia, usa",fairfax,english,urdu french,21,female,0,naturalistic,usa,21 years,english588
2362,"gloucester, uk",gloucester,english,french spanish italian portuguese,48,male,0,naturalistic,uk,21 years,english589
2363,"bangalore, karnataka, india",bangalore,kannada,telugu,25,male,6,academic,usa,0.3 years,kannada8
2364,"lima, peru",lima,spanish,none,55,female,30,naturalistic,usa,24 years,spanish181
2365,"johor bahru, malaysia",johor bahru,mandarin,malay hokkien cantonese korean japanese,19,female,2,academic,australia,0.1 years,mandarin79
2366,"patna, india",patna,hindi,none,21,male,5,academic,,0 years,hindi28
2367,"trujillo, peru",trujillo,spanish,none,44,male,20,academic,usa,20 years,spanish182
2368,"islamabad, pakistan",islamabad,urdu,none,24,male,11,academic,usa,14 years,urdu21
2369,"saky, ukraine",saky,russian,ukrainian,23,male,8,academic,usa,1.5 years,russian52
2370,"bogota, colombia",bogota,spanish,portuguese italian,27,female,16,academic,usa,11 years,spanish183
2371,"lima, peru",lima,spanish,none,26,male,13,academic,usa,11 years,spanish184
2372,"san salvador, el salvadore",san salvador,spanish,none,30,female,12,academic,usa,18 years,spanish185
2373,"tegucigalpa, honduras",tegucigalpa,spanish,none,33,male,14,academic,usa,19 years,spanish186
2374,"lakeland, florida, usa",lakeland,english,none,19,female,0,naturalistic,usa,19 years,english590
2375,"colorado springs, colorado, usa",colorado springs,english,none,20,female,0,naturalistic,usa,20 years,english591
2376,"miami, florida, usa",miami,english,none,29,female,0,naturalistic,usa,29 years,english592
2377,"boston, massachusetts, usa",boston,english,spanish french,24,female,0,naturalistic,usa,24 years,english593
2378,"richmond, virginia, usa",richmond,english,french german mandarin,20,female,0,naturalistic,usa,20 years,english594
2379,"leesburg, virginia, usa",leesburg,english,spanish,21,female,0,naturalistic,usa,21 years,english595
2380,"baltimore, maryland, usa",baltimore,english,spanish french,22,female,0,naturalistic,usa,22 years,english596
2381,"fairfax, virginia, usa",fairfax,english,spanish,26,male,0,naturalistic,usa,26 years,english597
2382,"mitchell, south dakota, usa",mitchell,english,spanish french,29,male,0,naturalistic,usa,29 years,english598
2383,"alexandria, virginia, usa",alexandria,english,urdu punjabi,20,female,1,naturalistic,usa,20 years,english599
2384,"islmamabad, pakistan",islmamabad,urdu,hindko arabic,22,female,5,academic,usa,17 years,urdu22
2385,"portland, oregon, usa",portland,english,none,32,female,0,naturalistic,usa,28 years,english600
2386,"porsgrunn, norway",porsgrunn,norwegian,none,23,male,5,academic,,0 years,norwegian7
2387,"cairo, egypt",cairo,arabic,spanish,29,female,19,naturalistic,usa,11 years,arabic132
2388,"philadelphia, pennsylvania, usa",philadelphia,american sign language,arabic,19,female,4,academic,usa,19 years,american sign language1
2389,"bombay, maharashtra, india",bombay,home sign,american sign language,40,male,5,academic,usa,20 years,home sign1
2390,"tokyo, japan",tokyo,japanese,none,35,female,12,academic,usa,10 years,japanese28
2391,"kampala, uganda",kampala,ganda,none,28,female,5,academic,usa,14 years,ganda3
2392,"addis ababa, ethiopia",addis ababa,amharic,none,35,female,12,academic,usa,5 years,amharic22
2393,"santurce, puerto rico",santurce,spanish,portuguese,32,female,6,academic,usa,8 years,spanish187
2394,"abidjan, ivory coast",abidjan,french,baoule,31,female,18,naturalistic,usa,2 years,french64
2395,"catanduva, sao paulo, brazil",catanduva,portuguese,none,26,female,14,academic,usa,4.5 years,portuguese53
2396,"panama city, panama",panama city,spanish,none,54,female,28,naturalistic,usa,26 years,spanish188
2397,"santa clara, san vicente, el salvador",santa clara,spanish,none,42,male,18,academic,usa,27 years,spanish189
2398,"sumatera, indonesia",sumatera,indonesian,none,35,male,9,academic,usa,23 years,indonesian9
2399,"abha, saudi arabia",abha,arabic,none,24,female,12,academic,,0 years,arabic133
2400,"new york, new york, usa",new york,american sign language,none,36,male,2,academic,usa,36 years,american sign language2
2401,"bogota, colombia",bogota,spanish,french,41,male,6,academic,usa,7 years,spanish190
2402,"nonthaburi, thailand",nonthaburi,thai,german,39,female,10,academic,,0 years,thai17
2403,"hola, kenya",hola,kiswahili,arabic oromo,27,female,8,academic,usa,1 years,kiswahili10
2404,"fairfax, virginia, usa",fairfax,english,none,49,male,0,naturalistic,usa,49 years,english601
2405,"new york, new york, usa",new york,english,none,41,female,0,naturalistic,usa,41 years,english602
2406,"asmara, eritrea",asmara,tigrigna,arabic amharic tigre,50,female,19,naturalistic,usa,28 years,tigrigna9
2407,"abha, saudi arabia",abha,arabic,none,29,female,13,academic,usa,0.1 years,arabic134
2408,"guangzhou, china",guangzhou,cantonese,mandarin,25,female,7,academic,usa,4 years,cantonese28
2409,"bombay, maharashtra, india",bombay,gujarati,hindi marathi,25,female,5,academic,usa,2 years,gujarati13
2410,"riyadh, saudi arabia",riyadh,arabic,none,34,female,12,academic,usa,1 years,arabic135
2411,"cardiff, wales, uk",cardiff,arabic,none,19,female,14,naturalistic,usa,5 years,arabic136
2412,"bucheon, south korea",bucheon,korean,none,22,male,10,academic,usa,0.1 years,korean75
2413,"xi'an, shanxi, china",xi'an,mandarin,none,21,male,10,academic,usa,1 years,mandarin80
2414,"suzhou, jiangsu, china",suzhou,mandarin,none,22,female,10,academic,usa,0.1 years,mandarin81
2415,"alessandria, italy",alessandria,italian,french swedish,22,male,5,academic,usa,0.1 years,italian35
2416,"bombay, india",bombay,gujarati,hindi marathi,23,male,3,naturalistic,usa,1 years,gujarati14
2417,"nagpur, maharashtra, india",nagpur,marathi,hindi,25,male,5,academic,usa,0.1 years,marathi6
2418,"wuhai, china",wuhai,mandarin,none,23,female,13,academic,usa,0.1 years,mandarin82
2419,"zhengzhou, henan, china",zhengzhou,mandarin,none,26,female,12,academic,usa,1 years,mandarin83
2420,"zhengzhou, henan, china",zhengzhou,mandarin,none,24,female,10,academic,usa,1 years,mandarin84
2421,"changsha, hunan, china",changsha,mandarin,none,23,female,10,academic,usa,1 years,mandarin85
2422,"guntur, andhra pradesh, india",guntur,telugu,hindi,22,male,2,academic,usa,0.1 years,telugu8
2423,"shenyang, liaoning, china",shenyang,mandarin,none,22,female,7,academic,usa,0.1 years,mandarin86
2424,"shanghai, china",shanghai,wu,mandarin,23,male,5,academic,usa,5 years,wu2
2425,"al-ayn, united arab emirates",al-ayn,arabic,none,20,male,7,academic,usa,0.7 years,arabic137
2426,"riyadh, saudi arabia",riyadh,arabic,none,25,male,12,academic,usa,0.2 years,arabic138
2427,"khartoum, sudan",khartoum,arabic,none,28,male,5,academic,usa,23 years,arabic139
2428,"los angeles, california, usa",los angeles,english,mandarin taiwanese,18,male,0,naturalistic,usa,18 years,english603
2429,"szeged, hungary",szeged,hungarian,italian,68,female,40,academic,usa,35 years,hungarian10
2430,"helsinki, finland",helsinki,finnish,swedish,42,female,10,academic,usa,18.5 years,finnish9
2431,"manila, philippines",manila,tagalog,none,40,female,7,academic,,0 years,tagalog21
2432,"edubiase, ghana",edubiase,ewe,twi,33,male,5,academic,"ghana, usa",33 years,ewe3
2433,"taif, saudi arabia",taif,arabic,none,26,female,6,academic,usa,2 years,arabic140
2434,"bogota, colombia",bogota,spanish,none,38,female,12,academic,usa,2 years,spanish191
2435,"lanzhou, gansu, china",lanzhou,mandarin,none,22,female,7,academic,usa,1 years,mandarin87
2436,"nagoya, japan",nagoya,japanese,none,21,female,15,academic,new zealand,1 years,japanese29
2437,"cairo, egypt",cairo,arabic,spanish,35,male,12,academic,australia,12 years,arabic141
2438,"brisbane, queensland, australia",brisbane,english,japanese,21,female,0,naturalistic,australia,21 years,english604
2439,"cairns, queensland, australia",cairns,english,french spanish japanese german,25,male,0,naturalistic,australia,21 years,english605
2440,"southport, australia",southport,english,japanese maori,19,female,0,naturalistic,australia,19 years,english606
2441,"narrabri, new south wales, australia",narrabri,english,spanish,25,female,0,naturalistic,australia,25 years,english607
2442,"brisbane, queensland, australia",brisbane,english,russian japanese,18,male,0,naturalistic,australia,18 years,english608
2443,"narrandera, new south wales, australia",narrandera,english,korean mandarin russian,20,female,0,naturalistic,australia,20 years,english609
2444,"townsville, queensland, australia",townsville,english,japanese,20,female,0,naturalistic,australia,20 years,english610
2445,"brisbane, queensland, australia",brisbane,english,japanese,19,male,0,naturalistic,ausstralia,19 years,english611
2446,"bishkek, kyrgystan",bishkek,kyrgyz,russian,18,female,13,academic,usa,0.1 years,kyrgyz2
2447,"anqing, anhui, china",anqing,mandarin,japanese,23,male,8,academic,,0 years,mandarin88
2448,"taiyuan, shanxi, china",taiyuan,mandarin,none,19,male,12,academic,usa,1 years,mandarin89
2449,"chennai, tamil nadu, india",chennai,tamil,telugu hindi,25,female,5,academic,usa,1 years,tamil8
2450,"kokshetau, kazakhstan",kokshetau,kazakh,russian dutch,38,female,37,academic,usa,0.3 years,kazakh4
2451,"sao paulo, brazil",sao paulo,portuguese,none,19,male,12,academic,usa,1 years,portuguese54
2452,"almajmaah, saudi arabia",almajmaah,arabic,none,25,male,13,academic,"canada, uk, usa",0.5 years,arabic142
2453,"chennai, india",chennai,tamil,telugu hindi,28,female,4,academic,usa,3 years,tamil9
2454,"chennai, india",chennai,tamil,hindi,24,male,5,academic,usa,0.2 years,tamil10
2455,"pondicherry, india",pondicherry,tamil,none,23,female,5,academic,usa,0.2 years,tamil11
2456,"bombay, india",bombay,marathi,hindi,24,female,3,naturalistic,usa,0.2 years,marathi7
2457,"chuncheon, gangwon-do, south korea",chuncheon,korean,japanese,31,female,7,academic,usa,7 years,korean76
2458,"bangalore, karnataka, india",bangalore,kannada,hindi,23,male,3,academic,usa,0.1 years,kannada9
2459,"chennai, tamil nadu, india",chennai,hindi,telugu kannada gujarati,24,male,3,academic,usa,0.5 years,hindi29
2460,"vijayawada, andhra pradesh, india",vijayawada,telugu,hindi malayalam tamil kannada,24,male,7,academic,usa,0.2 years,telugu9
2461,"chengdu, sichuan, china",chengdu,mandarin,none,27,male,8,academic,usa,0.8 years,mandarin90
2462,"chennai, tamil nadu, india",chennai,tamil,hindi,23,female,3,academic,usa,0.1 years,tamil12
2463,"tongcheng, anhui, china",tongcheng,mandarin,none,22,male,13,academic,,0 years,mandarin91
2464,"lome, togo",lome,french,ewe,24,female,19,academic,usq,4 years,french65
2465,"hyderabad, india",hyderabad,telugu,hindi,21,male,14,academic,usa,0.2 years,telugu10
2466,"cordoba, argentina",cordoba,spanish,french german,40,male,10,academic,uk,1 years,spanish192
2467,"david, panama",david,spanish,none,75,female,5,academic,usa,54 years,spanish193
2468,"sao paulo, brazil",sao paulo,portuguese,spanish,25,female,15,academic,usa,4.5 years,portuguese55
2469,"huai'an, jiangsu, china",huai'an,mandarin,none,23,female,10,academic,,0 years,mandarin92
2470,"medina, saudi arabia",medina,arabic,none,20,female,12,academic,usa,1 years,arabic143
2471,"cochabamba, bolivia",cochabamba,spanish,none,27,male,18,naturalistic,usa,9 years,spanish194
2472,"gujranwala, punjab, pakistan",gujranwala,urdu,punjabi arabic,24,male,8,academic,usa,2.5 years,urdu23
2473,"belfort, france",belfort,french,none,54,female,9,academic,"uk, usa",25 years,french66
2474,"xi'an, shanxi, china",xi'an,mandarin,french,22,female,6,academic,usa,0.3 years,mandarin93
2475,"guatemala city, guatemala",guatemala city,spanish,none,55,female,15,academic,usa,27 years,spanish195
2476,"sialkot, punjab, pakistan",sialkot,punjabi,urdu persian arabic,52,female,12,academic,usa,9 years,punjabi12
2477,"baotou, inner mongolia, china",baotou,mandarin,none,23,male,8,academic,usa,0.3 years,mandarin94
2478,"ludhiana, india",ludhiana,hindi,urdu punjabi,37,female,5,academic,usa,2.5 years,hindi30
2479,"laayoune, morocco",laayoune,arabic,french,32,male,29,academic,usa,3 years,arabic144
2480,"seoul, south korea",seoul,korean,chinese,20,female,5,academic,usa,0.9 years,korean77
2481,"hong kong, china",hong kong,cantonese,none,20,male,6,academic,usa,16 years,cantonese29
2482,"san cristobal, dominican republic",san cristobal,spanish,none,60,female,26,naturalistic,usa,31 years,spanish196
2483,"yangxin, hubei, china",yangxin,mandarin,arabic,29,female,11,academic,usa,2 years,mandarin95
2484,"inchon, south korea",inchon,korean,none,32,female,12,academic,usa,17 years,korean78
2485,"gornji vakuf, bosnia and herzegovina",gornji vakuf,bosnian,spanish,31,female,15,academic,usa,8 years,bosnian10
2486,"panevezys, lithuania",panevezys,lithuanian,french russian,41,female,25,naturalistic,usa,13 years,lithuanian7
2487,"anseong, south korea",anseong,korean,none,53,female,16,academic,usa,36 years,korean79
2488,"riyadh, saudi arabia",riyadh,arabic,none,22,female,9,academic,usa,5 years,arabic145
2489,"ho chi minh city, vietnam",ho chi minh city,vietnamese,asl,23,male,9,naturalistic,usa,13 years,vietnamese25
2490,"seoul, south korea",seoul,korean,japanese spanish,42,female,13,academic,usa,19 years,korean80
2491,"madrid, spain",madrid,spanish,french,20,female,3,academic,usa,0.3 years,spanish197
2492,"miyazaki, japan",miyazaki,japanese,none,19,male,12,academic,usa,0.3 years,japanese30
2493,"saitama, japan",saitama,japanese,none,20,female,15,academic,usa,0.2 years,japanese31
2494,"qingdao, shandong, china",qingdao,mandarin,none,27,female,9,academic,usa,5.4 years,mandarin96
2495,"zurich, switzerland",zurich,swiss german,french spanish german,55,female,15,academic,usa,33 years,swiss german6
2496,"tejupilco, mexico",tejupilco,spanish,none,38,female,19,academic,usa,23 years,spanish198
2497,"aix-en-provence, france",aix-en-provence,french,german italian farsi arabic,53,female,11,academic,usa,14 years,french67
2498,"rajkot, india",rajkot,gujarati,hindi german,20,female,3,academic,usa,2 years,gujarati15
2499,"kotorsko, bosnia and herzegovina",kotorsko,bosnian,serbian croatian russian,51,male,31,naturalisic,usa,20.5 years,bosnian11
2500,"port-au-prince, haiti",port-au-prince,haitian creole french,spanish,33,male,8,academic,usa,23 years,haitian creole french7
2501,"sao jose do rio preto, brazil",sao jose do rio preto,portuguese,spanish,23,female,12,naturalistic,usa,9 years,portuguese56
2502,"balikesir, turkey",balikesir,turkish,french,32,female,11,academic,usa,0.2 years,turkish38
2503,"lisbon, portugal",lisbon,portuguese,spanish,22,female,11,academic,usa,11 years,portuguese57
2504,"bulawyo, zimbabwe",bulawyo,ndebele,french,24,female,8,academic,usa,4 years,ndebele1
2505,"jeonju, south korea",jeonju,korean,burmese,44,male,12,academic,usa,10 years,korean81
2506,"islamabad, pakistan",islamabad,urdu,arabic chinese punjabi pashto saraiki,22,male,3,academic,uk,10 years,urdu24
2507,"san juan, puerto rico",san juan,spanish,portuguese french,18,male,2,academic,usa,0.3 years,spanish199
2508,"amman, jordan",amman,arabic,none,27,male,17,academic,usa,9 years,arabic146
2509,"tehran, iran",tehran,farsi,german arabic french,41,male,20,academic,usa,6 years,farsi27
2510,"tarnaveni, romania",tarnaveni,romanian,italian spanish french,37,female,9,academic,usa,13 years,romanian22
2511,"shanghai, china",shanghai,wu,mandarin spanish,19,female,7,academic,usa,4 years,wu3
2512,"hyderabad, india",hyderabad,telugu,hindi urdu spanish,26,male,6,academic,usa,4 years,telugu11
2513,"sao paulo, brazil",sao paulo,portuguese,spanish german french,21,male,5,academic,usa,3 years,portuguese58
2514,"warsaw, poland",warsaw,polish,none,26,male,4,academic,"uk, australia",2 years,polish37
2515,"pusan, south korea",pusan,korean,spanish,29,female,8,academic,usa,8.5 years,korean82
2516,"pusan, south korea",pusan,korean,japanese,31,male,10,academic,usa,10 years,korean83
2517,"inchon, south korea",inchon,korean,none,21,male,16,academic,new zealand,4 years,korean84
2518,"seoul, south korea",seoul,korean,mandarin,20,female,14,academic,usa,5 years,korean85
2519,"seoul, south korea",seoul,korean,mandarin,21,female,6,academic,"singapore, usa",2.5 years,korean86
2520,"seoul, south korea",seoul,korean,none,20,male,8,academic,usa,0.4 years,korean87
2521,"bogota, colombia",bogota,spanish,none,30,female,17,academic,usa,12 years,spanish200
2522,"eforie nord, romania",eforie nord,romanian,none,22,male,5,naturalistic,,0 years,romanian23
2523,"jiujiang, jiangxi, china",jiujiang,mandarin,none,28,female,11,academic,hong kong,1.5 years,mandarin97
2524,"nanchang, jiangxi, china",nanchang,mandarin,none,25,female,11,academic,australia,1.5 years,mandarin98
2525,"gdansk, poland",gdansk,polish,german spanish,22,female,5,academic,,0 years,polish38
2526,"quezon city, philippines",quezon city,tagalog,none,21,female,3,naturalistic,philippines,21 years,tagalog22
2527,"capetown, south africa",capetown,afrikaans,german korean,29,male,5,naturalistic,south africa,23 years,afrikaans6
2528,"wolin, poland",wolin,polish,russian,54,male,15,academic,uk,1 years,polish39
2529,"nanchang, jiangxi, china",nanchang,mandarin,none,26,female,9,academic,uk,1 years,mandarin99
2530,"wuhan, hubei, china",wuhan,mandarin,none,25,female,13,academic,,0 years,mandarin100
2531,"jiujiang, jiangxi, china",jiujiang,mandarin,japanese,23,female,10,academic,,0 years,mandarin101
2532,"huanggang, hubei, china",huanggang,mandarin,japanese,27,female,10,academic,,0 years,mandarin102
2533,"middlesbrough, england, uk",middlesbrough,english,none,20,male,0,naturalistic,uk,20 years,english612
2534,"seoul, south korea",seoul,korean,none,24,female,9,academic,usa,4 years,korean88
2535,"barcelona, spain",barcelona,catalan,spanish french,20,female,6,academic,usa,3 years,catalan5
2536,"bordeaux, france",bordeaux,french,none,18,female,8,academic,,0 years,french68
2537,"rennes, france",rennes,french,spanish,18,female,8,academic,,0 years,french69
2538,"le shan, sichuan, china",le shan,mandarin,french,27,female,12,academic,usa,1 years,mandarin103
2539,"beijing, china",beijing,mandarin,none,29,female,7,academic,usa,2 years,mandarin104
2540,"tongliao, inner mongolia, china",tongliao,mandarin,cantonese korean,26,female,12,academic,usa,2 years,mandarin105
2541,"chiangrai, thailand",chiangrai,thai,mandarin,25,female,7,academic,usa,0.8 years,thai18
2542,"xi'an, shanxi, china",xi'an,mandarin,none,25,female,2,academic,usa,5 years,mandarin106
2543,"turpan, xin jiang, china",turpan,uyghur,mandarin,26,male,13,academic,usa,3 years,uyghur5
2544,"baha, saudi arabia",baha,arabic,none,56,female,16,academic,,0 years,arabic147
2545,"mae suai, chiang rai, thailand",mae suai,thai,none,26,female,7,academic,usa,0.5 years,thai19
2546,"st. petersburg, russia",st. petersburg,russian,italian,32,female,7,academic,usa,4 years,russian53
2547,"tokyo, japan",tokyo,japanese,none,27,male,18,academic,canada,4 years,japanese32
2548,"chiang mai, thailand",chiang mai,thai,mandarin japanese arabic,25,female,7,academic,usa,1 years,thai20
2549,"kingston, jamaica",kingston,jamaican creole english,none,37,male,3,naturalistic,"jamaica, usa",37 years,jamaican creole english4
2550,"taif, saudi arabia",taif,arabic,none,18,female,12,academic,,0 years,arabic148
2551,"banda aceh, indonesia",banda aceh,indonesian,arabic aceh,25,female,12,academic,australia,0.8 years,indonesian10
2552,"ambon, indonesia",ambon,indonesian,japanese malay,26,male,9,naturalistic,australia,1.2 years,indonesian11
2553,"koronadal, philippines",koronadal,hiligaynon,cebuano tagalog,26,female,5,academic,"us, australia",1.3 years,hiligaynon2
2554,"taiyuan, shanxi, china",taiyuan,mandarin,cantonese korean japanese,26,female,8,academic,australia,1 years,mandarin107
2555,"ako, japan",ako,japanese,none,30,female,12,academic,australia,10 years,japanese33
2556,"guangzhou, china",guangzhou,cantonese,korean,25,female,6,academic,australia,1.5 years,cantonese30
2557,"nanning, guangxi, china",nanning,mandarin,cantonese,26,female,14,academic,australia,5 years,mandarin108
2558,"bombay, india",bombay,gujarati,hindi,20,female,3,academic,singapore,20 years,gujarati16
2559,"xi'an, shanxi, china",xi'an,mandarin,french,23,female,4,academic,australia,0.5 years,mandarin109
2560,"panjin, liaoning, china",panjin,mandarin,french german ancient greek latin,24,female,7,academic,australia,2 years,mandarin110
2561,"kupang, indonesia",kupang,indonesian,hawu,28,male,9,naturalistic,australia,0.9 years,indonesian12
2562,"beijing, china",beijing,mandarin,none,23,female,6,academic,australia,0.2 years,mandarin111
2563,"malang, east java, indonesisa",malang,javanese,korean,29,male,7,academic,australia,1.6 years,javanese1
2564,"tianjin, china",tianjin,mandarin,none,26,male,6,academic,usa,0.8 years,mandarin112
2565,"guangzhou, guangdong, china",guangzhou,cantonese,none,21,male,6,academic,usa,1 years,cantonese31
2566,"hohhot, inner mongolia, china",hohhot,mandarin,none,29,male,10,academic,usa,0.8 years,mandarin113
2567,"komaki, japan",komaki,japanese,none,19,male,10,academic,usa,0.7 years,japanese34
2568,"abu dhabi, united arab emirates",abu dhabi,somali,arabic urdu,37,female,3,academic,usa,6 years,somali7
2569,"hanoi, vietnam",hanoi,vietnamese,none,19,male,8,academic,usa,0.8 years,vietnamese26
2570,"melbourne, australia",melbourne,english,arabic,24,male,0,naturalistic,australia,24 years,english613
2571,"coimbatore, tamil nadu, india",coimbatore,tamil,telugu hindi,28,female,3,academic,usa,2 years,tamil13
2572,"bishkek, kyrgystan",bishkek,kyrgyz,russian turkish kazakh,29,female,6,academic,usa,0.5 years,kyrgyz3
2573,"sao paulo, brazil",sao paulo,portuguese,none,43,male,16,naturalistic,usa,5 years,portuguese59
2574,"hamburg, germany",hamburg,german,french danish,19,female,8,academic,,0 years,german37
2575,"mombasa, kenya",mombasa,kiswahili,none,58,male,7,academic,usa,28 years,kiswahili11
2576,"seoul, south korea",seoul,korean,none,18,male,5,academic,usa,2 years,korean89
2577,"sibutu, philippines",sibutu,tagalog,malay,36,female,7,academic,malaysia,2 years,tagalog23
2578,"kasaragod, kerala, india",kasaragod,malayalam,hindi kannada urdu,27,male,10,naturalistic,,0 years,malayalam6
2579,"bangalore, kerala, india",bangalore,malayalam,hindi arabic,25,male,11,academic,,0 years,malayalam7
2580,"kaduna, nigeria",kaduna,hausa,fulani yoruba igbo,29,female,3,academic,,0 years,hausa10
2581,"batangos, philippines",batangos,tagalog,none,51,male,7,academic,usa,4 years,tagalog24
2582,"nakuru, kenya",nakuru,kamba,kiswahili kikuyu,43,female,6,academic,usa,17 years,kamba1
2583,"addis ababa, ethiopia",addis ababa,amharic,none,32,male,10,academic,usa,3 years,amharic23
2584,"riyadh, saudi arabia",riyadh,arabic,none,26,female,12,academic,usa,0.5 years,arabic149
2585,"nairobi, kenya",nairobi,kikuyu,swahili,20,male,4,naturalistic,"kenya, canada, usa",20 years,kikuyu5
2586,"mexico city, mexico",mexico city,spanish,none,25,male,18,naturalistic,usa,5.7 years,spanish201
2587,"bombay, india",bombay,marathi,hindi,53,female,10,academic,usa,30 years,marathi8
2588,"mexico city, mexico",mexico city,spanish,none,48,female,17,naturalistic,usa,31 years,spanish202
2589,"khoramshahr, khuzestan, iran",khoramshahr,farsi,none,50,female,31,academic,usa,20 years,farsi28
